name	date
ERR279037	2010.00
ERR279038	2011.00
ERR279039	2009.00
ERR264127	2010.00
ERR264124	2010.00
ERR264125	2010.00
ERR264126	2010.00
ERR264128	2010.00
ERR264129	2011.00
ERR264130	2011.00
ERR264131	2011.00
ERR279053	2011.00
ERR279054	2011.00
ERR279056	2011.00
ERR221783	2010.00
ERR217321	2011.00
ERR264061	2009.00
ERR264062	2011.00
ERR264063	2011.00
ERR264064	2011.00
ERR264065	2011.00
ERR264066	2011.00
ERR264060	2011.00
ERR264067	2011.00
ERR264068	2011.00
ERR264069	2012.00
ERR217322	NA
ERR217323	2005.00
ERR217324	2005.00
ERR217326	2007.00
ERR217327	2007.00
ERR217328	NA
ERR217329	2007.00
ERR217330	2007.00
ERR217331	2008.00
ERR217332	2008.00
ERR217333	2007.00
ERR217334	2007.00
ERR217335	2007.00
ERR217336	2007.00
ERR217337	2007.00
ERR217338	2007.00
ERR217339	2007.00
ERR217340	2007.00
ERR217341	2007.00
ERR217342	2007.00
ERR217343	2007.00
ERR217344	2007.00
ERR217345	2007.00
ERR217346	2007.00
ERR217347	2007.00
ERR217348	2007.00
ERR217350	2007.00
ERR217351	2007.00
ERR217352	2007.00
ERR217353	2009.00
ERR217354	2009.00
ERR217355	2009.00
ERR217356	2009.00
ERR217357	2009.00
ERR217358	2009.00
ERR217360	2009.00
ERR716963	2005.00
ERR716964	2006.00
ERR716965	2006.00
ERR716967	2007.00
ERR716966	2007.00
ERR716969	2008.00
ERR716970	2008.00
ERR716972	2008.00
ERR716968	2008.00
ERR716973	2009.00
ERR716975	2009.00
ERR716974	2009.00
ERR716982	2010.00
ERR716980	2010.00
ERR716977	2010.00
ERR716978	2010.00
ERR716979	2010.00
ERR716981	2010.00
ERR716985	2010.00
ERR716984	2011.00
ERR716989	2011.00
ERR716994	2011.00
ERR716996	2011.00
ERR716987	2011.00
ERR716988	2011.00
ERR717002	2011.00
ERR716991	2011.00
ERR717006	2011.00
ERR716993	2011.00
ERR716986	2011.00
ERR717003	2011.00
ERR717001	2011.00
ERR716997	2011.00
ERR716995	2011.00
ERR717004	2011.00
ERR717000	2011.00
ERR716999	2011.00
ERR717005	2011.00
ERR717008	2011.00
ERR717009	2012.00
ERR717010	2012.00
ERR717012	2012.00
ERR717013	2012.00
ERR717014	2012.00
ERR717021	2012.00
ERR717022	2012.00
ERR717015	2012.00
ERR717016	2012.00
ERR717024	2012.00
ERR717025	2012.00
ERR717017	2012.00
ERR717018	2012.00
ERR717026	2012.00
ERR717027	2012.00
ERR717019	2012.00
ERR717028	2012.00
ERR717020	2012.00
ERR266711	2009.00
ERR266710	2009.00
ERR266707	2009.00
ERR266709	2009.00
ERR266708	2009.00
ERR279025	2010.00
ERR279027	2010.00
ERR279028	2009.00
ERR279029	2009.00
ERR279030	2009.00
ERR279031	2010.00
ERR279016	2006.00
ERR279017	2006.00
ERR266622	2008.00
ERR266623	2008.00
ERR266627	2009.00
ERR266628	2009.00
ERR266630	2009.00
ERR266634	2009.00
ERR266635	2009.00
ERR266636	2010.00
ERR266637	2009.00
ERR266640	2010.00
ERR266641	2010.00
ERR266642	2010.00
ERR266645	2010.00
ERR266647	2010.00
ERR266648	2010.00
ERR266655	2010.00
ERR266657	2010.00
ERR266666	2011.00
ERR266667	2011.00
ERR266668	2011.00
ERR266670	2011.00
ERR266680	2011.00
ERR266683	2012.00
ERR266690	2012.00
ERR279076	2009.00
ERR279060	2009.00
ERR279077	2010.00
ERR279062	2010.00
ERR279063	2010.00
ERR279064	2010.00
ERR279065	2011.00
ERR279066	2011.00
